===============================================================================
Id,nifty_1day_continous,len,datetime,open,high,low,close,volume,openinterest,adjclose,MyStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
32,nifty_1day_continous,32,2007-02-20 23:59:59.999989,377358154.19,378318572.08,371441617.59,372112098.0,0.0,0.0,372112098.0,MyStrategy,32,732727.9999999999,Broker,32,10000.0,10000.0,BuySell,32,,,Trades - Net Profit/Loss,32,,
33,nifty_1day_continous,33,2007-02-21 23:59:59.999989,439602904.53,442348315.46,436793273.46,438430887.0,0.0,0.0,438430887.0,MyStrategy,33,732728.9999999999,Broker,33,10000.0,10000.0,BuySell,33,,,Trades - Net Profit/Loss,33,,
34,nifty_1day_continous,34,2007-02-22 23:59:59.999989,529487744.48,533397525.46,519987946.05,522165791.0,0.0,0.0,522165791.0,MyStrategy,34,732729.9999999999,Broker,34,10000.0,10000.0,BuySell,34,,,Trades - Net Profit/Loss,34,,
35,nifty_1day_continous,35,2007-02-23 23:59:59.999989,539201898.02,541793958.56,522170261.21,524935570.0,0.0,0.0,524935570.0,MyStrategy,35,732730.9999999999,Broker,35,10000.0,10000.0,BuySell,35,,,Trades - Net Profit/Loss,35,,
36,nifty_1day_continous,36,2007-02-27 23:59:59.999989,409865883.53,410898840.45,402162827.96,404244314.0,0.0,0.0,404244314.0,MyStrategy,36,732734.9999999999,Broker,36,10000.0,10000.0,BuySell,36,,,Trades - Net Profit/Loss,36,,
37,nifty_1day_continous,37,2007-02-28 23:59:59.999989,589266824.96,589266824.96,556189241.2,566851862.0,0.0,0.0,566851862.0,MyStrategy,37,732735.9999999999,Broker,37,10000.0,10000.0,BuySell,37,,,Trades - Net Profit/Loss,37,,
38,nifty_1day_continous,38,2007-03-01 23:59:59.999989,544110568.45,554766442.38,540151842.29,553669621.0,0.0,0.0,553669621.0,MyStrategy,38,732736.9999999999,Broker,38,10000.0,10000.0,BuySell,38,,,Trades - Net Profit/Loss,38,,
39,nifty_1day_continous,39,2007-03-02 23:59:59.999989,422238354.44,425605936.98,411094314.86,412833494.0,0.0,0.0,412833494.0,MyStrategy,39,732737.9999999999,Broker,39,10000.0,10000.0,BuySell,39,,,Trades - Net Profit/Loss,39,,
40,nifty_1day_continous,40,2007-03-05 23:59:59.999989,428904059.31,428921323.67,409107601.99,411639707.0,0.0,0.0,411639707.0,MyStrategy,40,732740.9999999999,Broker,40,10000.0,10000.0,BuySell,40,,,Trades - Net Profit/Loss,40,,
41,nifty_1day_continous,41,2007-03-06 23:59:59.999989,440373423.76,452930372.51,440311870.09,450037350.0,0.0,0.0,450037350.0,MyStrategy,41,732741.9999999999,Broker,41,10000.0,10000.0,BuySell,41,,,Trades - Net Profit/Loss,41,,
42,nifty_1day_continous,42,2007-03-07 23:59:59.999989,427812483.39,433958224.03,416946440.06,423758164.0,0.0,0.0,423758164.0,MyStrategy,42,732742.9999999999,Broker,42,10000.0,10000.0,BuySell,42,,,Trades - Net Profit/Loss,42,,
43,nifty_1day_continous,43,2007-03-08 23:59:59.999989,408915540.21,426079339.5,408864809.77,424067032.0,0.0,0.0,424067032.0,MyStrategy,43,732743.9999999999,Broker,43,10000.0,10000.0,BuySell,43,,,Trades - Net Profit/Loss,43,,
44,nifty_1day_continous,44,2007-03-09 23:59:59.999989,579038991.31,584249318.63,567094489.07,572289424.0,0.0,0.0,572289424.0,MyStrategy,44,732744.9999999999,Broker,44,10000.0,10000.0,BuySell,44,,,Trades - Net Profit/Loss,44,,
45,nifty_1day_continous,45,2007-03-12 23:59:59.999989,461134261.6,469073196.28,460693898.81,463261648.0,0.0,0.0,463261648.0,MyStrategy,45,732747.9999999999,Broker,45,10000.0,10000.0,BuySell,45,,,Trades - Net Profit/Loss,45,,
46,nifty_1day_continous,46,2007-03-13 23:59:59.999989,356523238.24,360398438.96,354795624.13,359892563.0,0.0,0.0,359892563.0,MyStrategy,46,732748.9999999999,Broker,46,10000.0,10000.0,BuySell,46,,,Trades - Net Profit/Loss,46,,
47,nifty_1day_continous,47,2007-03-14 23:59:59.999989,354290276.71,354290276.71,340620335.56,342322027.0,0.0,0.0,342322027.0,MyStrategy,47,732749.9999999999,Broker,47,10000.0,10000.0,BuySell,47,,,Trades - Net Profit/Loss,47,,
48,nifty_1day_continous,48,2007-03-15 23:59:59.999989,326962784.44,332896716.29,325675529.38,326846169.0,0.0,0.0,326846169.0,MyStrategy,48,732750.9999999999,Broker,48,10000.0,10000.0,BuySell,48,,,Trades - Net Profit/Loss,48,,
49,nifty_1day_continous,49,2007-03-19 23:59:59.999989,275796861.79,281299357.82,275151530.89,280959509.0,0.0,0.0,280959509.0,MyStrategy,49,732754.9999999999,Broker,49,10000.0,10000.0,BuySell,49,,,Trades - Net Profit/Loss,49,,
50,nifty_1day_continous,50,2007-03-20 23:59:59.999989,298996777.89,302624206.3,298696184.72,300398192.0,0.0,0.0,300398192.0,MyStrategy,50,732755.9999999999,Broker,50,10000.0,10000.0,BuySell,50,,,Trades - Net Profit/Loss,50,,
51,nifty_1day_continous,51,2007-03-21 23:59:59.999989,268641619.35,273981468.18,267399287.17,273498339.0,0.0,0.0,273498339.0,MyStrategy,51,732756.9999999999,Broker,51,10000.0,10000.0,BuySell,51,,,Trades - Net Profit/Loss,51,,
52,nifty_1day_continous,52,2007-03-22 23:59:59.999989,372669200.34,384202195.92,372669200.34,383697318.0,0.0,0.0,383697318.0,MyStrategy,52,732757.9999999999,Broker,52,10000.0,10000.0,BuySell,52,,,Trades - Net Profit/Loss,52,,
53,nifty_1day_continous,53,2007-03-26 23:59:59.999989,336567132.74,338483678.04,328273718.56,332777600.0,0.0,0.0,332777600.0,MyStrategy,53,732761.9999999999,Broker,53,10000.0,10000.0,BuySell,53,,,Trades - Net Profit/Loss,53,,
54,nifty_1day_continous,54,2007-03-28 23:59:59.999989,392779838.58,393967820.81,386011939.83,386850213.0,0.0,0.0,386850213.0,MyStrategy,54,732763.9999999999,Broker,54,10000.0,10000.0,BuySell,54,,,Trades - Net Profit/Loss,54,,
