datetime,stock_code,open,high,low,close,volume
2007-06-15 12:06:00,RELIND,418.08,420.42,410.61,413.84,1996976
2007-06-18 12:06:00,RELIND,417.56,417.56,410.23,411.42,1424616
2007-06-19 12:06:00,RELIND,411.42,425.2,411.07,424.3,2202023
2007-06-20 12:06:00,RELIND,424.3,429.52,423.23,425.8,1960094
2007-06-21 12:06:00,RELIND,426.28,429.21,423.05,426.13,1621509
2007-06-22 12:06:00,RELIND,426.28,426.28,417.76,419.27,2055653
2007-06-25 12:06:00,RELIND,419.95,421.36,417.33,420.22,2889439
2007-06-26 12:06:00,RELIND,420.19,422.77,418.08,418.84,1442066
2007-06-27 12:06:00,RELIND,417.84,422.74,416.36,417.74,1571971
2007-06-28 12:06:00,RELIND,420.19,421.55,414.88,416.2,2817089
2007-06-29 12:06:00,RELIND,418.08,420.66,415.5,418.21,2635833
2007-07-02 12:07:00,RELIND,419.02,420.89,413.17,414.4,2737732
2007-07-03 12:07:00,RELIND,412.48,421.09,412.48,419.79,2680539
2007-07-04 12:07:00,RELIND,420.66,425.5,420.19,422.33,2179332
2007-07-06 12:07:00,RELIND,421.36,425.24,414.56,420.4,1577879
2007-07-10 12:07:00,RELIND,421.61,421.61,416.91,418.71,1126790
2007-07-11 12:07:00,RELIND,422.06,422.48,414.83,418.85,1231205
2007-07-12 12:07:00,RELIND,419.63,423.96,419.63,422.61,1417920
2007-07-13 12:07:00,RELIND,425.06,439.34,424.23,435.2,4454697
2007-07-16 12:07:00,RELIND,436.83,438.94,433.84,436.05,1506972
2007-07-17 12:07:00,RELIND,438.94,450.61,436.85,448.04,3566387
2007-07-18 12:07:00,RELIND,449.72,450.66,442.35,446.82,3072600
2007-07-19 12:07:00,RELIND,446.91,467.06,445.55,463.27,3840133
2007-07-20 12:07:00,RELIND,464.72,468.47,460.5,463.11,3610919
2007-07-23 12:07:00,RELIND,460.27,468.47,459.09,467.11,2359687
2007-07-24 12:07:00,RELIND,467.77,472.22,466.83,467.91,2313661
2007-07-25 12:07:00,RELIND,463.78,467.77,459.09,465.56,2253970
2007-07-26 12:07:00,RELIND,467.3,476.32,466.36,474.79,3789715
2007-07-27 12:07:00,RELIND,469.59,473.39,454.41,457.34,6558586
2007-07-30 12:07:00,RELIND,461.44,464.68,450.89,452.94,2788649
2007-07-31 12:07:00,RELIND,456.75,465.38,449.25,463.43,2246392
2007-08-01 12:08:00,RELIND,456.75,459.09,439.45,440.99,4187001
2007-08-02 12:08:00,RELIND,450.19,450.82,439.64,441.64,2392662
2007-08-03 12:08:00,RELIND,444.09,450.61,440.48,441.79,2985750
2007-08-06 12:08:00,RELIND,437.53,439.64,430.13,436.86,2210646
2007-08-07 12:08:00,RELIND,443.86,446.44,439.7,443.91,3094692
2007-08-08 12:08:00,RELIND,446.91,461.41,445.92,459.2,3259975
2007-08-09 12:08:00,RELIND,461.91,467.88,449.84,452.25,3666336
2007-08-13 12:08:00,RELIND,446.67,450.14,443.29,448.36,1574985
2007-08-14 12:08:00,RELIND,441.52,450.89,441.52,449.26,1019447
2007-08-16 12:08:00,RELIND,439.64,439.64,423.94,427.23,4004899
2007-08-17 12:08:00,RELIND,420.66,435.4,414.14,430.48,5958453
2007-08-20 12:08:00,RELIND,441.52,452.06,437.06,441.05,2357903
2007-08-21 12:08:00,RELIND,441.52,444.49,426.35,429.06,3838397
2007-08-22 12:08:00,RELIND,429.09,440.06,421.66,433.59,4304130
2007-08-23 12:08:00,RELIND,441.28,443.39,426.28,428.39,3057645
2007-08-24 12:08:00,RELIND,431.1,437.3,427.95,435.97,1699023
2007-08-27 12:08:00,RELIND,445.73,450.98,439.64,449.44,2052305
2007-08-28 12:08:00,RELIND,449.44,462.61,447.84,460.85,3221906
2007-08-29 12:08:00,RELIND,454.17,465.84,452.06,462.54,2659196
2007-08-30 12:08:00,RELIND,464.95,470.81,460.5,467.78,4219933
2007-08-31 12:08:00,RELIND,464.95,481.36,464.68,479.23,3631120
2007-09-03 12:09:00,RELIND,479.23,483.47,474.33,478.54,1994257
2007-09-04 12:09:00,RELIND,479.95,482.96,469.93,482.04,2030637
2007-09-05 12:09:00,RELIND,485.34,486.98,476.91,480.09,2495169
2007-09-06 12:09:00,RELIND,475.27,485.58,475.03,484.37,1531284
2007-09-07 12:09:00,RELIND,484.41,486.05,477.84,479.7,1840068
2007-09-10 12:09:00,RELIND,477.84,487.22,475.27,485.02,1558841
2007-09-11 12:09:00,RELIND,486.05,490.38,484.88,486.07,2167892
2007-09-12 12:09:00,RELIND,487.45,493.31,486.52,491.47,2407667
2007-09-13 12:09:00,RELIND,494.25,496.59,491.59,494.84,1975162
2007-09-14 12:09:00,RELIND,496.59,505.01,495.01,496.54,2558842
2007-09-17 12:09:00,RELIND,495.42,502.31,493.31,495.02,1444760
2007-09-18 12:09:00,RELIND,493.08,503.39,492.12,502,2514217
2007-09-19 12:09:00,RELIND,520.03,531.23,507.13,529.15,3308060
2007-09-20 12:09:00,RELIND,529.64,535.68,527.53,532.99,2726830
2007-09-21 12:09:00,RELIND,531.52,558.47,530.84,554.12,2888883
2007-09-24 12:09:00,RELIND,558.7,577.45,555.22,571.71,4048123
2007-09-25 12:09:00,RELIND,562.28,588.23,562.28,582.05,3355641
2007-09-26 12:09:00,RELIND,581.91,585.66,562.22,563.85,3935791
2007-09-27 12:09:00,RELIND,565.9,575.11,559.98,562.99,3494924
2007-09-28 12:09:00,RELIND,570.42,570.42,550.5,558.25,3454315
2007-10-01 12:10:00,RELIND,561.05,565.49,549.86,556.88,4448285
2007-10-03 12:10:00,RELIND,559.17,591.52,543.47,581.18,6704314
2007-10-04 12:10:00,RELIND,577.45,591.48,573.23,588.21,3492432
2007-10-05 12:10:00,RELIND,604.36,609.09,586.83,603.82,4065960
2007-10-08 12:10:00,RELIND,606.75,613.08,578.82,587.11,3736225
2007-10-09 12:10:00,RELIND,565.97,633.43,534.73,629.02,4137315
2007-10-10 12:10:00,RELIND,637.2,648.7,624.86,633.33,4999438
2007-10-11 12:10:00,RELIND,642.84,642.84,624.89,636.18,4903126
2007-10-12 12:10:00,RELIND,636.63,658.24,615.39,620.99,9947936
2007-10-15 12:10:00,RELIND,625.52,647.77,623.44,644.57,4920977
2007-10-16 12:10:00,RELIND,641.91,652.44,633.47,641.1,5638322
2007-10-17 12:10:00,RELIND,609.8,653.63,547.22,649.54,8626308
2007-10-18 12:10:00,RELIND,664.17,720.19,611.67,625.07,7574262
2007-10-19 12:10:00,RELIND,634.64,652.45,586.76,598.38,5322440
2007-10-22 12:10:00,RELIND,582.14,601.59,575.53,584.5,5051715
2007-10-23 12:10:00,RELIND,598.55,632.3,595.03,628.98,4880073
2007-10-24 12:10:00,RELIND,638.39,640.9,618.84,632.54,4302258
2007-10-25 12:10:00,RELIND,630.19,644.91,627.19,635.59,4181650
2007-10-26 12:10:00,RELIND,640.73,655.69,630.26,652.05,3942809
2007-10-29 12:10:00,RELIND,667.69,686.44,660.66,682.43,4509529
2007-10-30 12:10:00,RELIND,685.03,688.65,661.9,668.74,4374145
2007-10-31 12:10:00,RELIND,668.39,680.23,665.11,672.09,4153087
2007-11-01 12:11:00,RELIND,680.58,685.03,640.75,647.91,5986480
2007-11-02 12:11:00,RELIND,623.63,658.31,623.63,655.57,3867608
2007-11-05 12:11:00,RELIND,655.57,660.66,636.75,643.35,4453574
2007-11-06 12:11:00,RELIND,652.15,665.34,641.03,644.53,3027331
2007-11-07 12:11:00,RELIND,665.34,676.83,652.45,669.07,3482112
2007-11-08 12:11:00,RELIND,664.17,674.67,641.2,662.5,3639342
2007-11-09 12:11:00,RELIND,673.55,673.55,650.11,660.52,681498
2007-11-12 12:11:00,RELIND,640.73,653.55,629.48,646.73,4521756
2007-11-13 12:11:00,RELIND,649.17,658.03,643.08,650.84,4241726
2007-11-14 12:11:00,RELIND,659.48,699.09,659.48,696.62,6131511
2007-11-16 12:11:00,RELIND,687.61,705.89,681.05,695.03,2545231
2007-11-19 12:11:00,RELIND,695.85,700.73,685.31,687.82,1839787
2007-11-20 12:11:00,RELIND,691.1,691.1,666.52,672.34,3866242
2007-11-21 12:11:00,RELIND,668.86,675.4,650.11,654.68,4566625
2007-11-22 12:11:00,RELIND,664.17,668.79,644.25,658.25,3588610
2007-11-23 12:11:00,RELIND,669.8,683.63,657.16,678.52,2467139
2007-11-26 12:11:00,RELIND,691.69,700.49,682.48,695.71,3037119
2007-11-27 12:11:00,RELIND,698.16,698.16,681.75,686.04,2440931
2007-11-28 12:11:00,RELIND,688.78,693.42,668.63,674.09,2496196
2007-11-29 12:11:00,RELIND,681.75,687.14,674.87,678.83,4045517
2007-11-30 12:11:00,RELIND,681.75,695.41,679.01,688,3086761
2007-12-03 12:12:00,RELIND,696.56,709.38,689.02,707.51,2451946
2007-12-04 12:12:00,RELIND,711.05,714.7,687.66,690.54,2637250
2007-12-05 12:12:00,RELIND,702.3,704.02,691.13,699.66,1958011
2007-12-07 12:12:00,RELIND,700.5,700.5,676.44,685.61,3296976
2007-12-10 12:12:00,RELIND,687.61,692.02,676.2,681.27,1845761
2007-12-11 12:12:00,RELIND,688.78,699.08,682.92,695.96,3182745
2007-12-12 12:12:00,RELIND,692.53,701.67,685.27,694.85,3105727
2007-12-13 12:12:00,RELIND,695.11,705.42,679.41,683.57,3310270
2007-12-14 12:12:00,RELIND,677.06,699.33,677.06,696.67,3562187
2007-12-17 12:12:00,RELIND,687.62,696.52,654.8,670.05,3594591
2007-12-18 12:12:00,RELIND,672.38,675.91,653.17,658.91,4143300
2007-12-20 12:12:00,RELIND,655.97,672.14,650.55,655.65,2500665
2007-12-24 12:12:00,RELIND,667.92,675.88,651.98,673.21,2693235
2007-12-26 12:12:00,RELIND,675.89,702.77,675.42,698.51,3170047
2007-12-27 12:12:00,RELIND,699.33,705.42,693.49,697.89,3821936
2007-12-28 12:12:00,RELIND,696.28,706.36,689.07,698.12,1816867
2007-12-31 12:12:00,RELIND,700.15,706.36,692.3,695.27,1281379
2008-01-01 12:01:00,RELIND,696.98,699.09,684.12,687.2,1204696
2008-01-02 12:01:00,RELIND,688.78,695.58,678.54,690.36,3117451
2008-01-03 12:01:00,RELIND,688.08,706.36,682.98,700.2,3452086
2008-01-04 12:01:00,RELIND,700.27,727.41,700.27,721.13,4053144
2008-01-07 12:01:00,RELIND,716.86,729.8,713.39,727.51,3132985
2008-01-08 12:01:00,RELIND,734.6,742.45,722.77,735.57,4907826
2008-01-09 12:01:00,RELIND,733.93,739.17,725.66,730.65,2522299
2008-01-10 12:01:00,RELIND,730.97,745.62,726.28,729.28,4107103
2008-01-11 12:01:00,RELIND,741.4,755.58,728.63,752.67,5031340
2008-01-14 12:01:00,RELIND,760.03,779.02,752.3,774.53,2761350
2008-01-15 12:01:00,RELIND,792.61,792.61,755.88,761.57,3798648
2008-01-16 12:01:00,RELIND,748.55,756.75,728.63,744.71,5554677
2008-01-17 12:01:00,RELIND,760.03,760.03,717.18,721.96,4791289
2008-01-18 12:01:00,RELIND,716.91,716.91,671.2,675.8,5803304
2008-01-21 12:01:00,RELIND,671.16,671.16,569.31,615.14,8279575
2008-01-22 12:01:00,RELIND,570.95,602.77,516.52,572.17,8766276
2008-01-23 12:01:00,RELIND,586.83,681.75,582.14,617.46,7329351
2008-01-24 12:01:00,RELIND,626.67,639.56,590.34,602.98,4882441
2008-01-25 12:01:00,RELIND,623.16,634.88,611.44,632.63,2996462
2008-01-28 12:01:00,RELIND,620.81,627.77,589.17,621.14,3025440
2008-01-29 12:01:00,RELIND,639.56,639.56,615.04,623.6,1988599
2008-01-30 12:01:00,RELIND,616.17,628.55,594.56,598.99,2497759
2008-01-31 12:01:00,RELIND,599.02,621.91,575.34,600.63,5649201
2008-02-01 12:02:00,RELIND,603.23,619.7,586.83,615.6,2109433
2008-02-04 12:02:00,RELIND,614.02,638.86,614.02,626.95,2950332
2008-02-05 12:02:00,RELIND,629.02,636.98,621.12,633.02,1731683
2008-02-07 12:02:00,RELIND,610.27,624.33,583.8,588.11,3133544
2008-02-08 12:02:00,RELIND,590.37,598.08,579.8,588.33,3160339
2008-02-11 12:02:00,RELIND,585.42,585.42,543.47,553.31,4760592
2008-02-12 12:02:00,RELIND,554.25,586.83,548.63,564.53,4073504
2008-02-13 12:02:00,RELIND,575.11,598.3,570.43,579.68,4747799
2008-02-14 12:02:00,RELIND,593.86,613.31,593.86,609.5,2879421
2008-02-15 12:02:00,RELIND,606.73,629.02,597.61,627.6,2152508
2008-02-18 12:02:00,RELIND,629.02,632.53,614.48,618.16,1304630
2008-02-19 12:02:00,RELIND,626.67,633.23,612.61,618.36,1608669
2008-02-20 12:02:00,RELIND,605.63,617.3,596.67,601.83,2207600
2008-02-21 12:02:00,RELIND,607.92,615.19,596.53,604.71,1607483
2008-02-22 12:02:00,RELIND,592.05,600.89,585.66,590.21,1982606
2008-02-25 12:02:00,RELIND,604.41,620.81,584.5,617.64,1853574
2008-02-27 12:02:00,RELIND,630.19,637.92,622,626.31,2665462
2008-02-28 12:02:00,RELIND,624.33,629.02,609.49,613.37,2821861
2008-02-29 12:02:00,RELIND,617.77,617.77,584.48,597.01,3336910
2008-03-03 12:03:00,RELIND,582.09,582.09,556.25,560.11,3028734
2008-03-04 12:03:00,RELIND,563.39,567.61,537.61,545.39,4554609
2008-03-05 12:03:00,RELIND,544.66,563.39,541.62,557,2937145
2008-03-07 12:03:00,RELIND,553.71,553.71,527.36,546.57,3323902
2008-03-10 12:03:00,RELIND,537.82,556.08,517.07,552.74,5243330
2008-03-11 12:03:00,RELIND,546.98,571.59,536.3,569.93,3666369
2008-03-12 12:03:00,RELIND,586.55,588.8,572.77,576.19,3195994
2008-03-13 12:03:00,RELIND,556.36,564.56,535.64,545.36,4050878
2008-03-14 12:03:00,RELIND,546.98,568.05,542.37,564,2736483
2008-03-17 12:03:00,RELIND,549.59,552.38,524.72,530.63,4709376
2008-03-18 12:03:00,RELIND,546.94,546.94,516.52,523.78,3965487
2008-03-19 12:03:00,RELIND,546.98,569.25,522.41,525.68,3399737
2008-03-24 12:03:00,RELIND,525.89,537.54,517.78,535.32,2985289
2008-03-25 12:03:00,RELIND,538.78,564.55,538.78,561.94,3115010
2008-03-26 12:03:00,RELIND,566.67,567.15,551.8,558.57,2331754
2008-03-27 12:03:00,RELIND,556.36,561.98,545.58,551.86,4148373
2008-03-28 12:03:00,RELIND,566.67,574.62,542.68,571,3944461
2008-03-31 12:03:00,RELIND,559.88,566.91,547.01,550.69,3096566
2008-04-01 12:04:00,RELIND,558.47,576.28,545.46,569.31,3063841
2008-04-02 12:04:00,RELIND,580.97,594.52,565.73,568.91,3664625
2008-04-03 12:04:00,RELIND,570.42,586.36,569.48,581.21,1977750
2008-04-07 12:04:00,RELIND,548.45,589.1,548.45,583.29,2632844
2008-04-08 12:04:00,RELIND,582.14,587.5,572.75,577.86,2819713
2008-04-09 12:04:00,RELIND,571.59,589.59,570.67,586.42,2281967
2008-04-10 12:04:00,RELIND,588,610.13,583.55,598.23,3666638
2008-04-11 12:04:00,RELIND,614.95,621.28,597.49,617.66,4286756
2008-04-15 12:04:00,RELIND,609.07,637.69,602.38,631.78,4266890
2008-04-16 12:04:00,RELIND,633.71,644.48,632.6,638.98,3601987
2008-04-17 12:04:00,RELIND,647.81,656.67,633.82,638.4,2506892
2008-04-21 12:04:00,RELIND,635.98,647.77,634.2,639.23,2114344
2008-04-22 12:04:00,RELIND,629.25,646.59,628.35,630.74,2872718
2008-04-23 12:04:00,RELIND,631.83,636.52,621.52,623.77,3176219
2008-04-24 12:04:00,RELIND,629.02,629.02,618.79,624.95,3303999
2008-04-25 12:04:00,RELIND,626.67,636.98,620.11,634.76,3370534
2008-04-28 12:04:00,RELIND,636.28,639.56,624.93,627,2041983
2008-04-29 12:04:00,RELIND,624.33,646.59,624.33,643.07,2486561
2008-04-30 12:04:00,RELIND,640.73,646.59,630.56,632.41,2737552
2008-05-02 12:05:00,RELIND,728.86,728.86,635.81,646.54,2409509
2008-05-06 12:05:00,RELIND,629.02,648.23,629.02,640.73,2103076
2008-05-07 12:05:00,RELIND,652.45,652.45,634.64,649.86,2549324
2008-05-08 12:05:00,RELIND,647.77,649.17,641.34,644.78,1894271
2008-05-13 12:05:00,RELIND,629.02,629.02,602.77,605.84,2600800
2008-05-14 12:05:00,RELIND,610.27,618.48,600.95,612.79,2009835
2008-05-15 12:05:00,RELIND,612.82,636.68,612.79,634.39,2500502
2008-05-16 12:05:00,RELIND,636.28,640.27,629.72,637.38,1933723
2008-05-20 12:05:00,RELIND,634.88,637.22,622.92,629.71,1777614
2008-05-21 12:05:00,RELIND,624.33,646.59,617.36,644.88,3334889
2008-05-22 12:05:00,RELIND,637.22,640.73,628.31,635.12,2387252
2008-05-23 12:05:00,RELIND,636.05,638.39,617.3,618.75,2063402
2008-05-26 12:05:00,RELIND,614.95,618.43,606.07,609.23,2662132
2008-05-27 12:05:00,RELIND,619.64,626.63,600.89,604.43,1747866
2008-05-28 12:05:00,RELIND,606.75,613.78,598.78,610.85,2157344
2008-06-03 12:06:00,RELIND,570.42,587.98,561.75,583.7,3612031
2008-06-04 12:06:00,RELIND,584.25,592.45,555.19,560.34,3894687
2008-06-05 12:06:00,RELIND,570.42,570.42,529.41,546.23,7716138
2008-06-10 12:06:00,RELIND,546.98,546.98,522.38,534.74,4559201
2008-06-11 12:06:00,RELIND,554.02,554.02,537.61,549.66,4785355
2008-06-12 12:06:00,RELIND,547,557.53,525.04,553.38,5237223
2008-06-13 12:06:00,RELIND,555.66,558.68,543.47,551.77,3499671
2008-06-16 12:06:00,RELIND,570.42,570.42,549.84,554.57,3163129
2008-06-17 12:06:00,RELIND,554.03,568.08,549.33,566.41,2493500
2008-06-18 12:06:00,RELIND,570.42,570.42,554.02,555.68,2881337
2008-06-19 12:06:00,RELIND,549.06,551.68,542.36,546.55,2036997
2008-06-20 12:06:00,RELIND,549.34,549.34,506.04,511.64,5356849
2008-06-23 12:06:00,RELIND,507.14,507.82,484.25,494.41,5456421
2008-06-24 12:06:00,RELIND,498.94,519.56,491.91,503.09,5989228
2008-06-25 12:06:00,RELIND,478.14,523.08,478.14,520.27,4179505
2008-06-26 12:06:00,RELIND,522.38,549.3,520.27,544.54,9536641
2008-06-30 12:06:00,RELIND,530.58,539.23,506.67,510.69,6026649
2008-07-01 12:07:00,RELIND,514.17,523.31,494.57,498.74,5926354
2008-07-02 12:07:00,RELIND,497.7,531.28,486.05,522.14,6945445
2008-07-03 12:07:00,RELIND,518.86,518.86,494.39,504.82,4915980
2008-07-04 12:07:00,RELIND,504.81,519.14,500.12,511.34,4070364
2008-07-07 12:07:00,RELIND,509.5,516.52,487.69,495,3720988
2008-07-08 12:07:00,RELIND,487.92,492.36,472.05,483.57,4810596
2008-07-09 12:07:00,RELIND,488.39,510.64,488.39,506.94,3520252
2008-07-10 12:07:00,RELIND,506.41,508.25,495.8,499.32,2878942
2008-07-11 12:07:00,RELIND,501.05,504.54,486.52,492.16,3350305
2008-07-14 12:07:00,RELIND,488.39,505.97,486.05,498.57,3713341
2008-07-15 12:07:00,RELIND,489.56,499.36,480.89,483.09,4765338
2008-07-16 12:07:00,RELIND,486.08,494.25,469.64,475.15,3876668
2008-07-17 12:07:00,RELIND,497.3,498.87,480.21,492.74,3088057
2008-07-18 12:07:00,RELIND,486.05,518.16,486.05,514.92,3849669
2008-07-21 12:07:00,RELIND,523.31,526.89,510.2,524.21,2975966
2008-07-22 12:07:00,RELIND,517.69,535.03,517.69,524.05,2853219
2008-07-23 12:07:00,RELIND,528.23,553.78,528.23,551.04,5049840
2008-07-24 12:07:00,RELIND,549.3,565.73,549.3,560.59,3331358
2008-07-28 12:07:00,RELIND,523.56,532.69,513.23,530.55,3383436
2008-07-29 12:07:00,RELIND,521.16,525.64,505.97,507.87,3553556
