datetime,open,high,low,close,adj close,volume
2007-04-24,4085.1,4162.15,4057.7,4141.8,4141.8,412398922
2007-04-25,4134.25,4173.3,4114.35,4167.3,4167.3,497594709
2007-04-26,4170.05,4217.9,4143.25,4177.85,4177.85,512405559
2007-04-30,4081.6,4096.9,4028.9,4087.9,4087.9,370192163
2007-05-03,4089.45,4161.2,4080.75,4150.85,4150.85,495768617
2007-05-04,4168.9,4180.9,4109.7,4117.35,4117.35,537073446
2007-05-07,4117.5,4157.65,4103.6,4111.15,4111.15,474209359
2007-05-08,4111.25,4136.05,4066.4,4077.0,4077.0,424501904
2007-05-09,4077.25,4087.8,4030.55,4079.3,4079.3,412080524
2007-05-10,4079.6,4134.2,4057.55,4066.8,4066.8,447976617
2007-05-11,4070.2,4094.65,3981.15,4076.65,4076.65,467388464
2007-05-14,4078.8,4151.3,4072.45,4134.3,4134.3,484956300
2007-05-15,4134.3,4150.45,4102.45,4120.3,4120.3,502699324
2007-05-16,4125.4,4181.0,4113.05,4170.95,4170.95,522237761
2007-05-17,4172.1,4232.45,4172.1,4219.55,4219.55,581485432
2007-05-18,4216.5,4228.45,4177.0,4214.5,4214.5,429751137
2007-05-21,4217.65,4269.35,4217.55,4260.9,4260.9,460203919
2007-05-22,4263.1,4281.6,4234.1,4278.1,4278.1,474881421
2007-05-23,4279.6,4291.4,4231.05,4246.2,4246.2,457898547
2007-05-24,4246.2,4250.85,4189.05,4204.9,4204.9,388417270
2007-05-25,4197.85,4256.4,4141.35,4248.15,4248.15,405751225
2007-05-28,4248.35,4295.6,4242.8,4256.55,4256.55,437521836
2007-05-29,4257.6,4298.85,4248.9,4293.25,4293.25,427433071
2007-05-30,4292.7,4301.6,4241.35,4249.65,4249.65,454332850
2007-06-01,4296.05,4325.8,4288.55,4297.05,4297.05,424663623
2007-06-04,4300.7,4362.95,4256.45,4267.05,4267.05,396637536
2007-06-05,4268.9,4292.5,4249.1,4284.65,4284.65,418626922
2007-06-06,4285.75,4324.1,4190.95,4198.25,4198.25,478479006
2007-06-07,4197.6,4230.05,4130.5,4179.5,4179.5,431064245
2007-06-08,4179.5,4195.15,4126.1,4145.0,4145.0,411644788
2007-06-11,4183.75,4205.2,4134.95,4145.6,4145.6,315465293
2007-06-12,4139.7,4166.85,4100.8,4155.2,4155.2,337608484
2007-06-13,4155.2,4161.8,4102.95,4113.05,4113.05,311057234
2007-06-14,4113.2,4174.05,4112.85,4170.0,4170.0,312418312
2007-06-15,4186.4,4209.45,4153.7,4171.45,4171.45,350542849
2007-06-18,4177.0,4208.15,4140.25,4147.1,4147.1,316967335
2007-06-19,4143.85,4222.4,4136.15,4214.3,4214.3,311020181
2007-06-20,4214.3,4257.0,4214.3,4248.65,4248.65,361686619
2007-06-21,4248.65,4275.35,4220.1,4267.4,4267.4,354694566
2007-06-22,4267.55,4278.85,4242.5,4252.05,4252.05,340603275
2007-06-25,4251.4,4264.25,4236.3,4259.4,4259.4,295713515
2007-06-26,4259.4,4296.15,4250.1,4285.7,4285.7,347724674
2007-06-27,4286.2,4294.2,4255.25,4263.95,4263.95,374196940
2007-06-28,4263.9,4291.4,4256.9,4282.0,4282.0,573585414
2007-06-29,4282.4,4321.35,4280.95,4318.3,4318.3,499167396
2007-07-02,4318.4,4346.75,4305.45,4313.75,4313.75,466613588
2007-07-03,4315.05,4363.35,4313.55,4357.55,4357.55,487852412
2007-07-04,4358.25,4386.45,4342.0,4359.3,4359.3,450921752
2007-07-06,4353.1,4411.0,4304.0,4384.85,4384.85,483039254
2007-07-10,4419.1,4434.45,4393.0,4406.05,4406.05,425449261
2007-07-11,4403.8,4411.45,4344.7,4387.15,4387.15,465520060
2007-07-12,4388.05,4451.95,4387.05,4446.15,4446.15,516278795
2007-07-13,4446.4,4513.9,4446.05,4504.55,4504.55,530571974
2007-07-16,4505.95,4521.85,4495.95,4512.15,4512.15,462168201
2007-07-17,4497.1,4550.25,4488.25,4496.75,4496.75,541325326
2007-07-18,4498.65,4510.8,4452.85,4499.55,4499.55,486413586
2007-07-19,4500.35,4573.0,4496.2,4562.1,4562.1,455512054
2007-07-20,4563.75,4600.8,4553.8,4566.05,4566.05,525557278
2007-07-23,4564.25,4628.45,4547.2,4619.35,4619.35,441593312
2007-07-24,4620.05,4647.95,4609.75,4620.75,4620.75,461742018
2007-07-25,4620.5,4620.5,4555.8,4588.7,4588.7,459119001
2007-07-26,4593.1,4624.3,4570.8,4619.8,4619.8,581182198
2007-07-27,4618.65,4618.9,4424.25,4445.2,4445.2,550064899
2007-07-30,4442.35,4493.05,4403.7,4440.05,4440.05,418819341
2007-07-31,4444.25,4534.2,4432.85,4528.85,4528.85,423670664
2007-08-01,4528.85,4532.9,4339.75,4345.85,4345.85,434386119
2007-08-02,4356.35,4399.75,4327.0,4356.35,4356.35,373752838
2007-08-03,4355.75,4428.1,4355.75,4401.55,4401.55,372096821
2007-08-06,4404.05,4404.05,4267.15,4339.5,4339.5,404456682
2007-08-07,4341.5,4406.4,4341.5,4356.35,4356.35,418441938
2007-08-08,4357.0,4472.15,4356.75,4462.1,4462.1,458442835
2007-08-09,4462.25,4530.05,4390.8,4403.2,4403.2,506938334
2007-08-13,4324.65,4383.8,4324.65,4373.65,4373.65,418760500
2007-08-14,4373.9,4394.3,4354.35,4370.2,4370.2,427132156
2007-08-16,4366.0,4366.0,4171.15,4178.6,4178.6,529571124
2007-08-17,4171.1,4171.1,4002.2,4108.05,4108.05,664719837
2007-08-20,4108.95,4262.6,4108.95,4209.05,4209.05,466498293
2007-08-21,4209.55,4238.1,4058.55,4074.9,4074.9,654574138
2007-08-22,4081.25,4165.7,4040.15,4153.15,4153.15,526899713
2007-08-23,4160.1,4249.85,4100.8,4114.95,4114.95,544433457
2007-08-24,4113.05,4201.45,4110.05,4190.15,4190.15,379447993
2007-08-27,4193.6,4310.0,4193.6,4302.6,4302.6,372801388
2007-08-28,4302.4,4329.15,4280.6,4320.7,4320.7,410972246
2007-08-29,4317.7,4368.6,4226.35,4359.3,4359.3,519769431
2007-08-30,4360.35,4422.3,4359.75,4412.3,4412.3,617174328
2007-08-31,4412.6,4471.3,4403.0,4464.0,4464.0,599641647
2007-09-03,4466.65,4490.55,4452.4,4474.75,4474.75,618925437
2007-09-04,4481.55,4501.3,4460.4,4479.25,4479.25,602861876
2007-09-05,4479.6,4507.75,4458.55,4475.85,4475.85,532455011
2007-09-06,4475.7,4522.5,4445.55,4518.6,4518.6,494735016
2007-09-07,4518.65,4547.75,4499.9,4509.5,4509.5,509107821
2007-09-10,4506.85,4515.25,4452.95,4507.85,4507.85,505568862
2007-09-11,4509.65,4538.6,4487.15,4497.05,4497.05,603590208
2007-09-12,4498.65,4531.5,4490.4,4496.85,4496.85,621081930
2007-09-13,4498.05,4540.6,4498.05,4528.95,4528.95,574967845
2007-09-14,4530.0,4582.6,4508.85,4518.0,4518.0,614962436
2007-09-17,4518.45,4549.05,4482.85,4494.65,4494.65,481724644
2007-09-18,4494.1,4551.8,4481.55,4546.2,4546.2,548134123
2007-09-19,4550.25,4739.0,4550.25,4732.35,4732.35,687929907
2007-09-20,4734.85,4760.85,4721.15,4747.55,4747.55,676821365
2007-09-21,4752.95,4855.7,4733.7,4837.55,4837.55,1014615209
2007-09-24,4837.15,4941.15,4837.15,4932.2,4932.2,1125604517
2007-09-25,4939.1,4953.9,4878.15,4938.85,4938.85,1095581617
2007-09-26,4937.6,4980.85,4930.35,4940.5,4940.5,1135297587
2007-09-27,4942.7,5016.4,4942.7,5000.55,5000.55,1017044877
2007-09-28,4996.45,5055.8,4996.45,5021.35,5021.35,918675210
2007-10-01,5021.5,5089.3,5001.35,5068.95,5068.95,793686767
2007-10-03,5069.0,5261.35,5034.15,5210.8,5210.8,987419895
2007-10-04,5211.65,5233.1,5126.05,5208.65,5208.65,762791451
2007-10-05,5208.15,5248.55,5164.5,5185.85,5185.85,1130699538
2007-10-08,5186.25,5249.3,5024.75,5085.1,5085.1,752064888
2007-10-09,5062.65,5348.7,5000.95,5327.25,5327.25,857454137
2007-10-10,5328.15,5454.7,5328.15,5441.45,5441.45,793990526
2007-10-11,5438.9,5532.75,5424.25,5524.85,5524.85,572054618
2007-10-12,5525.3,5549.3,5402.6,5428.25,5428.25,790491234
2007-10-15,5428.35,5682.65,5419.9,5670.4,5670.4,679385957
2007-10-16,5670.65,5708.35,5578.45,5668.05,5668.05,827783850
2007-10-17,5658.9,5658.9,5107.3,5559.3,5559.3,800411609
2007-10-18,5551.1,5736.8,5269.65,5351.0,5351.0,942968744
2007-10-19,5360.35,5390.85,5101.75,5215.3,5215.3,688377612
2007-10-22,5202.75,5247.4,5070.9,5184.0,5184.0,483426171
2007-10-23,5185.3,5488.5,5176.85,5473.7,5473.7,557134129
2007-10-24,5477.6,5577.9,5419.4,5496.15,5496.15,694125936
2007-10-25,5499.05,5605.95,5469.3,5568.95,5568.95,768894900
2007-10-26,5564.25,5716.9,5513.35,5702.3,5702.3,727015444
2007-10-29,5708.9,5922.5,5708.9,5905.9,5905.9,799529060
2007-10-30,5917.55,5976.0,5833.9,5868.75,5868.75,926841077
2007-10-31,5868.9,5952.25,5861.3,5900.65,5900.65,757984024
2007-11-01,5903.8,6011.95,5837.2,5866.45,5866.45,959389033
2007-11-02,5854.85,5944.75,5714.25,5932.4,5932.4,688805397
2007-11-05,5931.9,5948.55,5819.6,5847.3,5847.3,871540998
2007-11-06,5847.1,5957.2,5759.95,5786.5,5786.5,982067797
2007-11-07,5782.4,5861.35,5744.3,5782.35,5782.35,687889521
2007-11-08,5779.3,5780.8,5646.75,5698.75,5698.75,594712564
2007-11-09,5703.45,5794.2,5614.9,5663.25,5663.25,177709487
2007-11-12,5660.6,5660.6,5477.5,5617.1,5617.1,679934183
2007-11-13,5612.35,5758.85,5591.6,5695.4,5695.4,773325160
2007-11-14,5703.95,5950.2,5700.05,5937.9,5937.9,859584123
2007-11-16,5913.15,5948.05,5817.4,5906.85,5906.85,1023762404
2007-11-19,5908.05,5981.8,5893.8,5907.65,5907.65,968317757
2007-11-20,5911.25,5923.7,5755.8,5780.9,5780.9,1040961548
2007-11-21,5778.8,5790.05,5530.85,5561.05,5561.05,792916888
2007-11-22,5564.65,5608.65,5394.35,5519.35,5519.35,724206827
2007-11-23,5524.3,5638.6,5514.75,5608.6,5608.6,622524224
2007-11-26,5611.3,5772.55,5608.95,5731.7,5731.7,582066770
2007-11-27,5729.25,5743.55,5655.6,5698.15,5698.15,624021095
2007-11-28,5699.55,5749.95,5595.5,5617.55,5617.55,665949279
2007-11-29,5617.8,5725.0,5612.1,5634.6,5634.6,860840138
2007-11-30,5633.9,5782.55,5632.65,5762.75,5762.75,827587295
2007-12-03,5765.45,5878.8,5754.6,5865.0,5865.0,861757059
2007-12-04,5870.2,5897.25,5840.3,5858.35,5858.35,890346527
2007-12-05,5861.9,5949.3,5859.95,5940.0,5940.0,1047864568
2007-12-07,5963.6,6042.1,5894.8,5974.3,5974.3,921308907
2007-12-10,5974.0,6015.3,5923.35,5960.6,5960.6,860584215
2007-12-11,5960.4,6111.2,5960.4,6097.25,6097.25,885774061
2007-12-12,6067.05,6175.65,6005.45,6159.3,6159.3,832628680
2007-12-13,6159.25,6185.4,6040.4,6058.1,6058.1,959468643
2007-12-14,6056.2,6078.55,6015.05,6047.7,6047.7,863573375
2007-12-17,6037.95,6039.95,5740.6,5777.0,5777.0,989785708
2007-12-18,5777.6,5874.6,5710.6,5742.3,5742.3,861783424
2007-12-20,5751.75,5799.5,5742.75,5766.5,5766.5,659414399
2007-12-24,5771.3,6001.05,5771.3,5985.1,5985.1,560696220
2007-12-26,5988.45,6085.25,5988.45,6070.75,6070.75,625392095
2007-12-27,6069.0,6110.85,6060.2,6081.5,6081.5,996543572
2007-12-28,6079.55,6098.6,6021.9,6079.7,6079.7,771753740
2007-12-31,6095.0,6167.75,6095.0,6138.6,6138.6,889177748
2008-01-01,6136.75,6165.35,6109.85,6144.35,6144.35,819103705
2008-01-02,6144.7,6197.0,6060.85,6179.4,6179.4,1061386294
2008-01-03,6184.25,6230.15,6126.4,6178.55,6178.55,1053655542
2008-01-04,6179.1,6300.05,6179.1,6274.3,6274.3,978921894
2008-01-07,6271.0,6289.8,6193.35,6279.1,6279.1,921091271
2008-01-08,6282.45,6357.1,6221.6,6287.85,6287.85,962244911
2008-01-09,6287.55,6338.3,6231.25,6272.0,6272.0,753589078
2008-01-10,6278.1,6347.0,6142.9,6156.95,6156.95,693037979
2008-01-11,6166.65,6224.2,6112.55,6200.1,6200.1,638224383
2008-01-14,6208.8,6244.15,6172.0,6206.8,6206.8,585621947
2008-01-15,6226.35,6260.45,6053.3,6074.25,6074.25,599041935
2008-01-16,6065.0,6065.0,5825.75,5935.75,5935.75,622360699
2008-01-17,5937.95,6013.15,5880.3,5913.2,5913.2,663718440
2008-01-18,5907.75,5908.75,5677.0,5705.3,5705.3,594182374
2008-01-21,5705.0,5705.0,4977.1,5208.8,5208.8,825585187
2008-01-22,5203.35,5203.35,4448.5,4899.3,4899.3,801391684
2008-01-23,4903.05,5328.05,4891.6,5203.4,5203.4,774433117
2008-01-24,5208.0,5357.2,4995.8,5033.45,5033.45,701282291
2008-01-25,5035.05,5399.25,5035.05,5383.35,5383.35,514469597
2008-01-28,5380.95,5380.95,5071.0,5274.1,5274.1,434851296
2008-01-29,5279.55,5391.6,5225.25,5280.8,5280.8,484636697
2008-01-30,5283.75,5314.3,5142.25,5167.6,5167.6,421584632
2008-01-31,5172.25,5251.65,5071.15,5137.45,5137.45,777639229
2008-02-01,5140.6,5339.95,5090.75,5317.25,5317.25,468104581
2008-02-04,5315.55,5545.2,5315.55,5463.5,5463.5,503121355
2008-02-05,5463.75,5500.6,5412.95,5483.9,5483.9,512493541
2008-02-07,5322.55,5344.6,5113.85,5133.25,5133.25,684810030
2008-02-08,5132.1,5173.85,5034.25,5120.35,5120.35,570884956
2008-02-11,5120.55,5126.4,4803.6,4857.0,4857.0,649664235
2008-02-12,4877.85,4949.6,4820.45,4838.25,4838.25,519778843
2008-02-13,4836.55,4986.55,4836.55,4929.45,4929.45,503244606
2008-02-14,4944.65,5220.25,4944.65,5202.0,5202.0,549901391
2008-02-15,5202.85,5315.4,5104.75,5302.9,5302.9,608866778
2008-02-18,5304.45,5348.6,5224.0,5276.9,5276.9,518304527
2008-02-19,5278.4,5368.45,5262.0,5280.8,5280.8,533549844
2008-02-20,5267.15,5267.15,5116.3,5154.45,5154.45,476047213
2008-02-21,5156.9,5241.35,5120.05,5191.8,5191.8,499674330
2008-02-22,5183.4,5184.0,5092.8,5110.75,5110.75,428354151
2008-02-25,5112.25,5212.35,5055.15,5200.7,5200.7,462958099
2008-02-27,5271.4,5368.15,5249.75,5268.4,5268.4,513372650
2008-02-28,5266.35,5302.85,5227.15,5285.1,5285.1,544696422
2008-02-29,5285.0,5290.8,5098.35,5223.5,5223.5,681877740
2008-03-03,5222.8,5222.8,4936.05,4953.0,4953.0,486855339
2008-03-04,4958.55,4976.7,4812.95,4864.25,4864.25,577772572
2008-03-05,4866.85,4936.75,4847.25,4921.4,4921.4,446623821
2008-03-07,4918.3,4918.3,4672.25,4771.6,4771.6,556093816
2008-03-10,4767.8,4814.95,4620.5,4800.4,4800.4,651883058
2008-03-11,4796.3,4888.5,4732.85,4865.9,4865.9,618676823
2008-03-12,4869.75,5019.2,4854.75,4872.0,4872.0,664642873
2008-03-13,4868.7,4868.8,4580.15,4623.6,4623.6,585944473
2008-03-14,4623.8,4758.95,4607.55,4745.8,4745.8,558826059
2008-03-17,4745.45,4745.45,4482.1,4503.1,4503.1,551389207
2008-03-18,4519.9,4617.95,4468.55,4533.0,4533.0,605318583
2008-03-19,4534.75,4718.4,4533.9,4573.95,4573.95,538775872
2008-03-24,4576.8,4649.45,4539.8,4609.85,4609.85,472616450
2008-03-25,4616.8,4896.8,4616.8,4877.5,4877.5,609944745
2008-03-26,4878.7,4912.3,4808.65,4828.85,4828.85,542754727
2008-03-27,4828.8,4863.75,4769.6,4830.25,4830.25,612895692
2008-03-28,4830.0,4970.8,4796.35,4942.0,4942.0,582950780
2008-03-31,4942.15,4947.0,4703.85,4734.5,4734.5,596472000
2008-04-01,4735.65,4800.75,4628.75,4739.55,4739.55,392119158
2008-04-02,4741.4,4916.75,4741.4,4754.2,4754.2,410657952
2008-04-03,4753.9,4833.25,4738.2,4771.6,4771.6,453972153
2008-04-07,4631.35,4798.55,4628.8,4761.2,4761.2,497196633
2008-04-08,4760.65,4769.55,4677.8,4709.65,4709.65,456601998
2008-04-09,4707.05,4758.25,4667.5,4747.05,4747.05,484039277
2008-04-10,4747.55,4799.5,4720.9,4733.0,4733.0,511227288
2008-04-11,4734.35,4817.4,4727.25,4777.8,4777.8,432507177
2008-04-15,4779.95,4917.1,4708.3,4879.65,4879.65,540898672
2008-04-16,4881.65,4951.4,4874.05,4887.3,4887.3,631102848
2008-04-17,4890.6,4984.95,4889.65,4958.4,4958.4,748765257
2008-04-21,4955.9,5053.4,4955.9,5037.0,5037.0,617673949
2008-04-22,5037.05,5074.25,4994.05,5049.3,5049.3,753721358
2008-04-23,5044.35,5083.5,5003.55,5022.8,5022.8,787290211
2008-04-24,5022.9,5072.7,4991.35,4999.85,4999.85,696462855
2008-04-25,4999.15,5117.7,4999.15,5111.7,5111.7,614344486
2008-04-28,5112.5,5147.45,5079.15,5089.65,5089.65,556366109
2008-04-29,5092.4,5210.9,5082.15,5195.5,5195.5,716869505
2008-04-30,5198.35,5230.75,5155.85,5165.9,5165.9,655784268
2008-05-02,5265.3,5298.85,5197.6,5228.2,5228.2,623121004
2008-05-06,5192.35,5206.5,5110.9,5144.65,5144.65,622035195
2008-05-07,5156.7,5159.05,5101.25,5135.5,5135.5,560530472
2008-05-08,5135.8,5143.05,5062.45,5081.7,5081.7,496181912
2008-05-13,5008.6,5066.0,4943.75,4957.8,4957.8,605486919
2008-05-14,4958.45,5026.1,4932.05,5011.75,5011.75,505978817
2008-05-15,5010.9,5118.55,4999.6,5115.25,5115.25,518821142
2008-05-16,5115.65,5167.4,5106.4,5157.7,5157.7,553208988
2008-05-20,5157.0,5160.05,5072.4,5104.95,5104.95,526598332
2008-05-21,5105.7,5135.55,5048.7,5117.65,5117.65,656335041
2008-05-22,5117.0,5118.9,5010.7,5025.45,5025.45,645432714
2008-05-23,5026.55,5059.05,4940.7,4946.55,4946.55,548707503
2008-05-26,4953.6,4953.6,4858.0,4875.05,4875.05,441769059
2008-05-27,4877.15,4932.0,4846.2,4859.8,4859.8,490034398
2008-05-28,4862.7,4926.9,4835.65,4918.35,4918.35,568517296
2008-06-03,4739.3,4739.3,4634.0,4715.9,4715.9,542167443
2008-06-04,4718.7,4731.5,4564.5,4585.6,4585.6,558860324
2008-06-05,4586.95,4690.6,4536.25,4676.95,4676.95,574491670
2008-06-10,4522.0,4522.55,4369.8,4449.8,4449.8,527292110
2008-06-11,4469.65,4541.05,4468.05,4523.6,4523.6,495241501
2008-06-12,4524.4,4550.0,4392.0,4539.35,4539.35,570082348
2008-06-13,4539.5,4563.35,4491.35,4517.1,4517.1,538450524
2008-06-16,4536.3,4617.7,4536.3,4572.5,4572.5,476850670
2008-06-17,4572.5,4664.05,4561.75,4653.0,4653.0,457390395
2008-06-18,4652.8,4679.75,4569.9,4582.4,4582.4,554011299
2008-06-19,4582.55,4585.7,4488.95,4504.25,4504.25,382865483
2008-06-20,4504.2,4532.0,4333.6,4347.55,4347.55,482749575
2008-06-23,4351.15,4351.15,4225.5,4266.4,4266.4,466056287
2008-06-24,4271.05,4305.9,4156.1,4191.1,4191.1,475901319
2008-06-25,4189.6,4264.55,4093.2,4252.65,4252.65,544690481
2008-06-26,4252.6,4324.75,4230.0,4315.85,4315.85,688287461
2008-06-30,4136.25,4163.0,4021.7,4040.55,4040.55,534058125
2008-07-01,4039.75,4075.4,3878.2,3896.75,3896.75,582508877
2008-07-02,3895.3,4107.15,3848.25,4093.35,4093.35,787995714
2008-07-03,4094.6,4097.35,3874.85,3925.75,3925.75,632740745
2008-07-04,3926.65,4033.5,3896.4,4016.0,4016.0,624886617
2008-07-07,4002.0,4114.5,4002.0,4030.0,4030.0,523065738
2008-07-08,4028.7,4028.7,3896.05,3988.55,3988.55,545386187
2008-07-09,3990.9,4169.4,3990.9,4157.1,4157.1,577564761
2008-07-10,4155.65,4187.95,4110.4,4162.2,4162.2,539511064
2008-07-11,4166.0,4215.5,4014.45,4049.0,4049.0,579846205
2008-07-14,4047.45,4118.1,4004.25,4039.7,4039.7,465549908
2008-07-15,4039.3,4040.7,3835.5,3861.1,3861.1,447187323
2008-07-16,3861.55,3920.05,3790.2,3816.7,3816.7,550509226
2008-07-17,3823.15,3968.75,3823.15,3947.2,3947.2,516111954
2008-07-18,3962.95,4110.55,3926.3,4092.25,4092.25,547208782
2008-07-21,4092.2,4168.15,4072.75,4159.5,4159.5,419232583
2008-07-22,4158.45,4262.45,4137.95,4240.1,4240.1,532638572
2008-07-23,4246.7,4491.55,4246.7,4476.8,4476.8,847453745
2008-07-24,4476.2,4539.45,4385.85,4433.55,4433.55,771408453
2008-07-28,4282.25,4352.65,4282.25,4332.1,4332.1,491366555
2008-07-29,4332.2,4332.2,4159.15,4189.85,4189.85,553654297
2008-07-30,4191.2,4327.0,4191.2,4313.55,4313.55,593453634
2008-07-31,4314.35,4342.0,4285.55,4332.95,4332.95,662584064
2008-08-01,4331.6,4422.95,4235.7,4413.55,4413.55,717784049
2008-08-04,4426.1,4436.15,4362.9,4395.35,4395.35,702530187
2008-08-05,4395.8,4515.15,4376.0,4502.85,4502.85,762410732
2008-08-06,4506.25,4615.9,4503.9,4517.55,4517.55,765764035
2008-08-07,4515.25,4580.15,4493.7,4523.85,4523.85,591422025
2008-08-08,4518.35,4546.35,4464.0,4529.5,4529.5,580027728
2008-08-11,4529.35,4625.2,4529.35,4620.4,4620.4,521411418
2008-08-12,4620.95,4649.85,4525.75,4552.25,4552.25,578642335
2008-08-13,4548.05,4572.65,4497.25,4529.05,4529.05,575695680
2008-08-14,4524.2,4529.8,4421.25,4430.7,4430.7,492446993
2008-08-18,4430.7,4447.4,4379.85,4393.05,4393.05,395788417
2008-08-19,4393.1,4393.7,4316.55,4368.25,4368.25,408963049
2008-08-20,4365.45,4434.9,4365.45,4415.75,4415.75,438751962
2008-08-21,4416.2,4418.55,4271.3,4283.85,4283.85,434416745
2008-08-25,4317.95,4398.8,4317.95,4335.35,4335.35,330162088
2008-08-26,4335.2,4345.05,4283.3,4337.5,4337.5,370720790
2008-08-27,4336.85,4364.25,4282.65,4292.1,4292.1,381229573
