datetime,open,high,low,close,volume,month-year,PP,R1,S1,R2,S2,R3,S3,rsi,ema,sma,UP_BB,MID_BB,LOW_BB
2008-01-03,6184.25,6230.15,6126.4,6178.55,1053655542,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,63.97671768347591,6081.366986125272,6005.217500000003,6279.821533610084,6005.217500000003,5730.613466389923
2008-01-04,6179.1,6300.05,6179.1,6274.3,978921894,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,67.71457005424911,6116.445715920677,6025.6825000000035,6315.994399988464,6025.6825000000035,5735.3706000115435
2008-01-07,6271.0,6289.8,6193.35,6279.1,921091271,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,67.89441843918807,6146.019222116917,6046.720000000003,6346.310965150672,6046.720000000003,5747.129034849334
2008-01-08,6282.45,6357.1,6221.6,6287.85,962244911,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,68.24172134887816,6171.806636277478,6064.112500000004,6376.995311728044,6064.112500000004,5751.229688271964
2008-01-09,6287.55,6338.3,6231.25,6272.0,753589078,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,66.83141190567576,6190.023611499755,6078.997500000003,6401.549180316391,6078.997500000003,5756.445819683615
2008-01-10,6278.1,6347.0,6142.9,6156.95,693037979,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,57.53641445965349,6184.010227590708,6088.815000000003,6408.292351466261,6088.815000000003,5769.337648533746
2008-01-11,6166.65,6224.2,6112.55,6200.1,638224383,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,59.79495579265367,6186.935640756034,6093.957500000003,6417.102416832825,6093.957500000003,5770.812583167181
2008-01-14,6208.8,6244.15,6172.0,6206.8,585621947,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,60.149381433691794,6190.547342436756,6096.332500000003,6422.0514467545845,6096.332500000003,5770.613553245422
2008-01-15,6226.35,6260.45,6053.3,6074.25,599041935,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,50.63860569218637,6169.402371084619,6097.140000000003,6422.55574424098,6097.140000000003,5771.724255759026
2008-01-16,6065.0,6065.0,5825.75,5935.75,622360699,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,42.989631089850356,6126.9201217965065,6091.542500000003,6423.943706789139,6091.542500000003,5759.141293210868
2008-01-17,5937.95,6013.15,5880.3,5913.2,663718440,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,41.880420593762445,6088.0619178335055,6098.352500000003,6409.606207568177,6098.352500000003,5787.098792431829
2008-01-18,5907.75,5908.75,5677.0,5705.3,594182374,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,33.33954263228721,6018.468841863777,6096.502500000003,6416.515870775212,6096.502500000003,5776.489129224795
2008-01-21,5705.0,5705.0,4977.1,5208.8,825585187,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,21.869244453362246,5871.256325161272,6068.617500000003,6553.510354427597,6068.617500000003,5583.724645572409
2008-01-22,5203.35,5203.35,4448.5,4899.3,801391684,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,17.765973744461597,5694.536993313768,6014.327500000003,6718.172022941645,6014.327500000003,5310.482977058361
2008-01-23,4903.05,5328.05,4891.6,5203.4,774433117,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,31.387874566380347,5605.23935816581,5970.960000000003,6757.5718068017595,5970.960000000003,5184.348193198246
2008-01-24,5208.0,5357.2,4995.8,5033.45,701282291,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,28.542332245814016,5501.277656681117,5918.557500000003,6802.3647347944125,5918.557500000003,5034.750265205593
2008-01-25,5035.05,5399.25,5035.05,5383.35,514469597,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,40.50185898791325,5479.836264557278,5883.740000000003,6793.884069694406,5883.740000000003,4973.595930305601
2008-01-28,5380.95,5380.95,5071.0,5274.1,434851296,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,38.343992011278004,5442.42967100141,5840.515000000003,6779.786040275338,5840.515000000003,4901.2439597246685
2008-01-29,5279.55,5391.6,5225.25,5280.8,484636697,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,38.56018303851953,5413.042458092063,5797.337500000003,6755.964609920686,5797.337500000003,4838.710390079321
2008-01-30,5283.75,5314.3,5142.25,5167.6,421584632,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,36.247597542143154,5368.4165566207785,5746.747500000003,6725.955371942879,5746.747500000003,4767.539628057128
2008-01-31,5172.25,5251.65,5071.15,5137.45,777639229,2007-12,6011.533333333333,6312.466666666665,5837.666666666666,6486.333333333332,5536.733333333334,6787.266666666665,5362.866666666667,35.63460355389464,5326.422637235182,5694.692500000003,6687.147624060987,5694.692500000003,4702.237375939018
2008-02-01,5140.6,5339.95,5090.75,5317.25,468104581,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,41.94037556636783,5324.754885010604,5646.840000000003,6614.885104114426,5646.840000000003,4678.7948958855795
2008-02-04,5315.55,5545.2,5315.55,5463.5,503121355,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,46.529121437154764,5349.98126955413,5606.060000000003,6531.9279493318245,5606.060000000003,4680.192050668182
2008-02-05,5463.75,5500.6,5412.95,5483.9,512493541,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,47.15650094248291,5374.330129635197,5565.862500000002,6438.092513170252,5565.862500000002,4693.632486829752
2008-02-07,5322.55,5344.6,5113.85,5133.25,684810030,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,38.74207895066355,5330.497378792435,5508.925000000002,6336.887777846908,5508.925000000002,4680.962222153096
2008-02-08,5132.1,5173.85,5034.25,5120.35,570884956,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,38.4701178543527,5292.288764466537,5457.095000000003,6245.122786248635,5457.095000000003,4669.067213751371
2008-02-11,5120.55,5126.4,4803.6,4857.0,649664235,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,33.326775294421495,5213.145352745349,5389.940000000002,6141.312165840572,5389.940000000002,4638.567834159433
2008-02-12,4877.85,4949.6,4820.45,4838.25,519778843,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,32.98860264025819,5144.982561337103,5321.512500000003,6009.4450256701775,5321.512500000003,4633.579974329828
2008-02-13,4836.55,4986.55,4836.55,4929.45,503244606,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,36.37065920141943,5105.794822912175,5264.272500000002,5878.735958209654,5264.272500000002,4649.8090417903495
2008-02-14,4944.65,5220.25,4944.65,5202.0,549901391,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,45.261821979366026,5123.286673291779,5227.585000000002,5759.35620747552,5227.585000000002,4695.813792524484
2008-02-15,5202.85,5315.4,5104.75,5302.9,608866778,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,48.15035028272966,5155.943641784183,5197.0700000000015,5628.552143778838,5197.0700000000015,4765.587856221165
2008-02-18,5304.45,5348.6,5224.0,5276.9,518304527,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,47.45542356563325,5177.935706914331,5175.6500000000015,5541.6508114744865,5175.6500000000015,4809.649188525516
2008-02-19,5278.4,5368.45,5262.0,5280.8,533549844,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,47.57764069061648,5196.638305657179,5179.250000000002,5547.891118162333,5179.250000000002,4810.60888183767
2008-02-20,5267.15,5267.15,5116.3,5154.45,476047213,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,44.00642881822811,5188.9677046286015,5192.0075000000015,5537.97551336971,5192.0075000000015,4846.039486630293
2008-02-21,5156.9,5241.35,5120.05,5191.8,499674330,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,45.31318742455174,5189.482667423401,5191.427500000002,5537.3560641212225,5191.427500000002,4845.498935878781
2008-02-22,5183.4,5184.0,5092.8,5110.75,428354151,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,42.96967956940789,5175.167636982783,5195.292500000001,5535.758669060891,5195.292500000001,4854.826330939111
2008-02-25,5112.25,5212.35,5055.15,5200.7,462958099,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,46.28963847910505,5179.809884804095,5186.160000000002,5515.578162219366,5186.160000000002,4856.741837780637
2008-02-27,5271.4,5368.15,5249.75,5268.4,513372650,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,48.709742113868124,5195.917178476078,5185.875000000001,5514.998070446298,5185.875000000001,4856.751929553704
2008-02-28,5266.35,5302.85,5227.15,5285.1,544696422,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,49.31641653891033,5212.132236934974,5186.090000000001,5515.466349484894,5186.090000000001,4856.713650515108
2008-02-29,5285.0,5290.8,5098.35,5223.5,681877740,2008-01,5314.349999999999,6180.199999999999,4271.5999999999985,7222.950000000001,3405.749999999999,8088.799999999999,2362.999999999998,47.10321832915839,5214.199102946796,5188.885,5518.534900803933,5188.885,4859.2350991960675
2008-03-03,5222.8,5222.8,4936.05,4953.0,486855339,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,38.85677323631211,5166.708356956469,5179.6625,5524.521998745562,5179.6625,4834.803001254439
2008-03-04,4958.55,4976.7,4812.95,4864.25,577772572,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,36.59316168953254,5111.715928418929,5157.012500000001,5521.686229345876,5157.012500000001,4792.338770654125
2008-03-05,4866.85,4936.75,4847.25,4921.4,446623821,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,39.055252167715196,5077.113032342761,5129.9075,5479.713070674678,5129.9075,4780.101929325322
2008-03-07,4918.3,4918.3,4672.25,4771.6,556093816,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,35.19729452930783,5021.565208280441,5094.292500000001,5437.665386633464,5094.292500000001,4750.919613366539
2008-03-10,4767.8,4814.95,4620.5,4800.4,651883058,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,36.496098987700705,4981.353352229452,5077.650000000001,5443.393176286367,5077.650000000001,4711.906823713634
2008-03-11,4796.3,4888.5,4732.85,4865.9,618676823,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,39.46757482069407,4960.361833642279,5064.9275,5441.38942035194,5064.9275,4688.465579648059
2008-03-12,4869.75,5019.2,4854.75,4872.0,664642873,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,39.7503229495904,4944.296045707319,5065.6775,5440.535823203658,5065.6775,4690.819176796342
2008-03-13,4868.7,4868.8,4580.15,4623.6,585944473,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,32.99215746441039,4885.987673760534,5054.945000000001,5465.797608486353,5054.945000000001,4644.092391513648
2008-03-14,4623.8,4758.95,4607.55,4745.8,558826059,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,38.52900659585954,4860.499005804073,5045.762500000001,5475.212054517206,5045.762500000001,4616.312945482796
2008-03-17,4745.45,4745.45,4482.1,4503.1,551389207,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,32.74232231527912,4795.517368385151,5010.817500000001,5494.094640236342,5010.817500000001,4527.5403597636605
2008-03-18,4519.9,4617.95,4468.55,4533.0,605318583,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,34.05633973074805,4747.786937769669,4972.322500000001,5478.512987341481,4972.322500000001,4466.1320126585215
2008-03-19,4534.75,4718.4,4533.9,4573.95,538775872,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,35.90331972618334,4716.180221811547,4937.175000000001,5451.445416707022,4937.175000000001,4422.9045832929805
2008-03-24,4576.8,4649.45,4539.8,4609.85,472616450,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,37.55457787489592,4696.847454209448,4903.627500000001,5411.352844526937,4903.627500000001,4395.902155473066
2008-03-25,4616.8,4896.8,4616.8,4877.5,609944745,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,48.25713166646624,4729.693371625912,4889.780000000002,5384.322370682211,4889.780000000002,4395.237629317792
2008-03-26,4878.7,4912.3,4808.65,4828.85,542754727,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,46.69067897489582,4747.72184951211,4871.6325000000015,5346.768381906407,4871.6325000000015,4396.496618093596
2008-03-27,4828.8,4863.75,4769.6,4830.25,612895692,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,46.74425273592517,4762.726967782635,4857.607500000002,5320.073034148198,4857.607500000002,4395.141965851806
2008-03-28,4830.0,4970.8,4796.35,4942.0,582950780,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,50.979070321193475,4795.322064549428,4844.672500000002,5281.807535744049,4844.672500000002,4407.5374642559555
2008-03-31,4942.15,4947.0,4703.85,4734.5,596472000,2008-02,5190.766666666666,5577.9333333333325,4836.333333333333,5932.366666666667,4449.166666666667,6319.533333333332,4094.7333333333336,43.98502668837467,4784.263507358623,4817.977500000003,5211.36680396611,4817.977500000003,4424.588196033896
2008-04-01,4735.65,4800.75,4628.75,4739.55,392119158,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,44.185723137612676,4776.133778747964,4790.700000000003,5121.40891279182,4790.700000000003,4459.9910872081855
2008-04-02,4741.4,4916.75,4741.4,4754.2,410657952,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,44.803565257710154,4772.145818975607,4767.235000000002,5031.751997752398,4767.235000000002,4502.718002247607
2008-04-03,4753.9,4833.25,4738.2,4771.6,453972153,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,45.574173324620105,4772.04657916186,4758.165000000003,5008.649063564792,4758.165000000003,4507.680936435213
2008-04-07,4631.35,4798.55,4628.8,4761.2,497196633,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,45.168268011082304,4770.074473859703,4753.012500000003,4998.750388562052,4753.012500000003,4507.274611437953
2008-04-08,4760.65,4769.55,4677.8,4709.65,456601998,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,43.11829776386045,4759.088205885211,4742.425000000002,4976.185391212811,4742.425000000002,4508.664608787193
2008-04-09,4707.05,4758.25,4667.5,4747.05,484039277,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,45.066261604875116,4756.899441178809,4741.197500000002,4974.58973524994,4741.197500000002,4507.805264750064
2008-04-10,4747.55,4799.5,4720.9,4733.0,511227288,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,44.450413628797094,4752.554088237207,4737.827500000002,4969.6441527128045,4737.827500000002,4506.0108472872
2008-04-11,4734.35,4817.4,4727.25,4777.8,432507177,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,46.94026506397515,4757.144254012261,4733.422500000002,4958.589974282918,4733.422500000002,4508.255025717087
2008-04-15,4779.95,4917.1,4708.3,4879.65,540898672,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,52.18718700343725,4779.418026010031,4733.805000000002,4959.936726876102,4733.805000000002,4507.673273123903
2008-04-16,4881.65,4951.4,4874.05,4887.3,631102848,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,52.56659710924203,4799.032930371844,4746.9900000000025,4976.6055386726985,4746.9900000000025,4517.374461327307
2008-04-17,4890.6,4984.95,4889.65,4958.4,748765257,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,56.05678848638297,4828.008761213327,4757.620000000002,5005.026269928596,4757.620000000002,4510.213730071408
2008-04-21,4955.9,5053.4,4955.9,5037.0,617673949,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,59.59615309957675,4866.007168265449,4784.315000000001,5031.324961540028,4784.315000000001,4537.305038459975
2008-04-22,5037.05,5074.25,4994.05,5049.3,753721358,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,60.13724135807069,4899.333137671731,4810.130000000002,5054.588234469556,4810.130000000002,4565.671765530448
2008-04-23,5044.35,5083.5,5003.55,5022.8,787290211,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,58.32496135378189,4921.781658095052,4832.572500000002,5068.442533015963,4832.572500000002,4596.702466984041
2008-04-24,5022.9,5072.7,4991.35,4999.85,696462855,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,56.73047889568761,4935.97590207777,4852.072500000002,5075.206904507626,4852.072500000002,4628.938095492378
2008-04-25,4999.15,5117.7,4999.15,5111.7,614344486,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,62.159922047673966,4967.92573806363,4863.782500000002,5113.967316235836,4863.782500000002,4613.597683764168
2008-04-28,5112.5,5147.45,5079.15,5089.65,556366109,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,60.54696475979052,4990.057422052061,4876.822500000001,5144.911003063816,4876.822500000001,4608.7339969361865
2008-04-29,5092.4,5210.9,5082.15,5195.5,716869505,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,65.2134577741632,5027.410618042595,4895.085000000001,5195.775272705991,4895.085000000001,4594.394727294011
2008-04-30,5198.35,5230.75,5155.85,5165.9,655784268,2008-03,4808.616666666667,5148.683333333333,4394.433333333333,5562.866666666668,4054.366666666667,5902.933333333333,3640.1833333333334,62.97044127386262,5052.5905056712145,4906.280000000001,5228.989276904178,4906.280000000001,4583.570723095823
2008-05-02,5265.3,5298.85,5197.6,5228.2,623121004,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,65.64851069022508,5084.519504640085,4930.965000000001,5272.3280092731175,4930.965000000001,4589.601990726885
2008-05-06,5192.35,5206.5,5110.9,5144.65,622035195,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,59.439899664880095,5095.452321978251,4951.22,5292.82204829603,4951.22,4609.617951703971
2008-05-07,5156.7,5159.05,5101.25,5135.5,560530472,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,58.784223072595296,5102.733717982205,4970.285000000001,5308.318297324424,4970.285000000001,4632.251702675578
2008-05-08,5135.8,5143.05,5062.45,5081.7,496181912,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,54.94630277180109,5098.909405621805,4985.79,5314.259792522903,4985.79,4657.320207477097
2008-05-13,5008.6,5066.0,4943.75,4957.8,605486919,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,47.2891032774934,5073.253150054204,4995.620000000001,5307.989082016788,4995.620000000001,4683.250917983213
2008-05-14,4958.45,5026.1,4932.05,5011.75,505978817,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,50.522395641287865,5062.0707591352575,5010.725,5294.199983905147,5010.725,4727.250016094854
2008-05-15,5010.9,5118.55,4999.6,5115.25,518821142,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,56.08742046117802,5071.739712019757,5029.135,5288.523797175282,5029.135,4769.746202824718
2008-05-16,5115.65,5167.4,5106.4,5157.7,553208988,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,58.165741098541105,5087.368855288892,5050.370000000001,5276.744582053755,5050.370000000001,4823.995417946247
2008-05-20,5157.0,5160.05,5072.4,5104.95,526598332,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,54.701168568738446,5090.565427054547,5066.7275,5256.232366626285,5066.7275,4877.222633373715
2008-05-21,5105.7,5135.55,5048.7,5117.65,656335041,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,55.39010559685338,5095.4898948628115,5078.6275000000005,5248.523575513881,5078.6275000000005,4908.73142448612
2008-05-22,5117.0,5118.9,5010.7,5025.45,645432714,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,49.503798255128224,5082.755368524118,5085.535,5233.582793296744,5085.535,4937.487206703256
2008-05-23,5026.55,5059.05,4940.7,4946.55,548707503,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,45.08806246818043,5057.990756065187,5084.9425,5235.100580951432,5084.9425,4934.784419048568
2008-05-26,4953.6,4953.6,4858.0,4875.05,441769059,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,41.47737772196834,5024.728800416971,5076.845,5251.877702373043,5076.845,4901.812297626958
2008-05-27,4877.15,4932.0,4846.2,4859.8,490034398,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,40.72822228172671,4994.7417457957035,5067.370000000001,5266.235043182517,5067.370000000001,4868.5049568174845
2008-05-28,4862.7,4926.9,4835.65,4918.35,568517296,2008-04,5008.466666666666,5388.1833333333325,4786.1833333333325,5610.466666666667,4406.466666666666,5990.1833333333325,4184.1833333333325,44.84702798291451,4980.852337469212,5062.147500000001,5270.671605261181,5062.147500000001,4853.623394738821
2008-06-03,4739.3,4739.3,4634.0,4715.9,542167443,2008-05,5017.616666666667,5199.583333333334,4736.383333333333,5480.8166666666675,4554.416666666666,5662.783333333335,4273.1833333333325,35.62791184128775,4932.679185202082,5047.95,5304.615730084941,5047.95,4791.284269915059
2008-06-04,4718.7,4731.5,4564.5,4585.6,558860324,2008-05,5017.616666666667,5199.583333333334,4736.383333333333,5480.8166666666675,4554.416666666666,5662.783333333335,4273.1833333333325,31.184597131189147,4869.573878801704,5021.645,5345.759450310403,5021.645,4697.530549689598
2008-06-05,4586.95,4690.6,4536.25,4676.95,574491670,2008-05,5017.616666666667,5199.583333333334,4736.383333333333,5480.8166666666675,4554.416666666666,5662.783333333335,4273.1833333333325,37.10662473229105,4834.5513553832125,5001.01,5356.235219543919,5001.01,4645.7847804560815
2008-06-10,4522.0,4522.55,4369.8,4449.8,527292110,2008-05,5017.616666666667,5199.583333333334,4736.383333333333,5480.8166666666675,4554.416666666666,5662.783333333335,4273.1833333333325,30.15699446988983,4764.596563495355,4963.725,5380.648844964548,4963.725,4546.801155035453
2008-06-11,4469.65,4541.05,4468.05,4523.6,495241501,2008-05,5017.616666666667,5199.583333333334,4736.383333333333,5480.8166666666675,4554.416666666666,5662.783333333335,4273.1833333333325,34.45231807938373,4720.7790064962,4931.6100000000015,5379.12207425049,4931.6100000000015,4484.097925749513
2008-06-12,4524.4,4550.0,4392.0,4539.35,570082348,2008-05,5017.616666666667,5199.583333333334,4736.383333333333,5480.8166666666675,4554.416666666666,5662.783333333335,4273.1833333333325,35.365891823639465,4687.7919144059815,4897.167500000001,5354.007044342404,4897.167500000001,4440.327955657599
